china_code,china_name,risk_pca,risk_rf,risk_ensemble
6080409,通讯交换设备调试工,0.468301556,0.465439965,0.466834653
6080410,电源调试工,0.468301556,0.465439965,0.466834653
6080411,激光机装调工,0.468301556,0.465439965,0.466834653
6080412,激光全息工,0.468301556,0.465439965,0.466834653
6080413,铁路通信组调工,0.468301556,0.465439965,0.466834653
6080414,铁路信号组调工,0.468301556,0.465439965,0.466834653
6080415,铁路电控组调工,0.468301556,0.465439965,0.466834653
6080501,电子计算机 (微机) 维修工,0.575739034,0.580831854,0.578349706
6100101,纤维验配工,0.876018492,0.897906997,0.887238935
6100102,开清棉工,0.876018492,0.897906997,0.887238935
6100103,纤维染色工,0.786387948,0.794006181,0.790293192
6100104,加湿软麻工,0.876018492,0.897906997,0.887238935
6100105,选剥煮茧工,0.876018492,0.897906997,0.887238935
6100106,纤维梳理工,0.876018492,0.897906997,0.887238935
6100107,并条工,0.876018492,0.897906997,0.887238935
6100108,粗纱工,0.876018492,0.897906997,0.887238935
6100109,绢纺精炼工,0.876018492,0.897906997,0.887238935
6100201,细纱工,0.876018492,0.897906997,0.887238935
6100202,简并摇工,0.876018492,0.897906997,0.887238935
6100203,捻线工,0.876018492,0.897906997,0.887238935
6100204,制线工,0.876018492,0.897906997,0.887238935
6100205,缫丝工,0.876018492,0.897906997,0.887238935
6100301,整经工,0.782662056,0.778356459,0.780454929
6100302,浆纱工,0.782662056,0.778356459,0.780454929
6100303,穿经工,0.782662056,0.778356459,0.780454929
6100304,织布工,0.782662056,0.778356459,0.780454929
6100305,织物验修工,0.782662056,0.778356459,0.780454929
6100306,意匠纹版工,0.782662056,0.778356459,0.780454929
6100401,纬编工,0.782662056,0.778356459,0.780454929
6100402,经编工,0.782662056,0.778356459,0.780454929
6100403,横机工,0.782662056,0.778356459,0.780454929
6100404,织袜工,0.782662056,0.778356459,0.780454929
6100405,铸、钳针工,0.683558164,0.685753533,0.68468355
6100501,坯布检查处理工,0.786387948,0.794006181,0.790293192
6100502,印染烧毛工,0.786387948,0.794006181,0.790293192
6100503,煮炼漂工,0.786387948,0.794006181,0.790293192
6100504,印染洗涤工,0.786387948,0.794006181,0.790293192
6100505,印染烘干工,0.786387948,0.794006181,0.790293192
6100506,印染丝光工,0.786387948,0.794006181,0.790293192
6100507,印染定型工,0.786387948,0.794006181,0.790293192
6100508,纺织针织染色工,0.786387948,0.794006181,0.790293192
6100509,印花工,0.786387948,0.794006181,0.790293192
6100510,印染雕刻制版工,0.786387948,0.794006181,0.790293192
6100511,印染后整理工,0.786387948,0.794006181,0.790293192
6100512,印染成品定等装潢工,0.786387948,0.794006181,0.790293192
6100513,印染染化料配制工,0.786387948,0.794006181,0.790293192
6100514,工艺染织制作工,0.786387948,0.794006181,0.790293192
6110101,裁剪工,0.8996344,0.912639929,0.906301269
6110102,缝纫工,0.8996344,0.912639929,0.906301269
6110103,缝纫品整形工,0.8996344,0.912639929,0.906301269
6110104,裁缝,0.8996344,0.912639929,0.906301269
6110105,剧装工,0.8996344,0.912639929,0.906301269
6110201,制鞋工,0.835964205,0.836077809,0.836022441
6110202,制帽工,0.8996344,0.912639929,0.906301269
6110401,缝纫制品充填处理工,0.8996344,0.912639929,0.906301269
6110402,胶制服装上胶工,0.8996344,0.912639929,0.906301269
6110403,服装水洗工,0.786387948,0.794006181,0.790293192
6120405,酒精制造工,0.779163425,0.779316858,0.779242078
6120501,酶制剂制造工,0.779163425,0.779316858,0.779242078
6120502,柠檬酸制造工,0.779163425,0.779316858,0.779242078
6130301,烟用二醋片制作工,0.779163425,0.779316858,0.779242078
6130302,烟用丝束制造工,0.779163425,0.779316858,0.779242078
6140101,化学合成制药工,0.779163425,0.779316858,0.779242078
6140201,生化药品制造工,0.779163425,0.779316858,0.779242078
6140202,发酵工程制药工,0.779163425,0.779316858,0.779242078
6140203,疫苗制品工,0.779163425,0.779316858,0.779242078
6140204,血液制品工,0.779163425,0.779316858,0.779242078
6140205,基因工程产品工,0.779163425,0.779316858,0.779242078
6140301,药物制剂工,0.779163425,0.779316858,0.779242078
6140401,中药炮制与配制工,0.779163425,0.779316858,0.779242078
6140402,中药液体制剂工,0.779163425,0.779316858,0.779242078
6140403,中药固体制剂工,0.779163425,0.779316858,0.779242078
6150101,制材工,0.728300301,0.737930081,0.7332367
6150102,木材干燥工,0.728300301,0.737930081,0.7332367
6150201,胶合板工,0.728300301,0.737930081,0.7332367
6150202,纤维板工,0.728300301,0.737930081,0.7332367
6150203,刨花板工,0.728300301,0.737930081,0.7332367
6150204,人造板制胶工,0.779163425,0.779316858,0.779242078
6150205,装饰层压板工,0.728300301,0.737930081,0.7332367
6150206,人造板饰面工,0.728300301,0.737930081,0.7332367
6150301,手工木工,0.728300301,0.737930081,0.7332367
6150302,机械木工,0.728300301,0.737930081,0.7332367
6150303,精细木工,0.728300301,0.737930081,0.7332367
6160101,制浆备料工,0.832298996,0.847724948,0.840206618
6160102,制浆设备操作工,0.832298996,0.847724948,0.840206618
6160103,制浆废液回收利用工,0.832298996,0.847724948,0.840206618
6160201,造纸工,0.832298996,0.847724948,0.840206618
6160202,纸张整饰工,0.832298996,0.847724948,0.840206618
6160203,宣纸书画纸制作工,0.832298996,0.847724948,0.840206618
6160301,瓦楞纸箱制作工,0.832298996,0.847724948,0.840206618
6160302,纸盒制作工,0.832298996,0.847724948,0.840206618
6170101,水泥生产制造工,0.803710603,0.811428831,0.807667106
6170102,水泥制品工,0.803710603,0.811428831,0.807667106
6170103,石灰焙烧工,0.803710603,0.811428831,0.807667106
6170201,砖、瓦生产工,0.803710603,0.811428831,0.807667106
6170202,加气混凝土制品工,0.803710603,0.811428831,0.807667106
6170203,纸面石膏板生产工,0.803710603,0.811428831,0.807667106
6170204,石膏浮雕板工,0.803710603,0.811428831,0.807667106
6170301,油毡生产工,0.803710603,0.811428831,0.807667106
6170302,高分子防水卷材生产工,0.803710603,0.811428831,0.807667106
6170401,保温材料制造工,0.803710603,0.811428831,0.807667106
6170402,吸音材料生产工,0.803710603,0.811428831,0.807667106
6170403,珍珠岩制造工,0.803710603,0.811428831,0.807667106
6170501,装饰石材生产工,0.803710603,0.811428831,0.807667106
6170601,云母制品加工工,0.803710603,0.811428831,0.807667106
6170602,石棉制品工,0.803710603,0.811428831,0.807667106
6170603,高岭土制品工,0.803710603,0.811428831,0.807667106
6170604,金刚石制品工,0.803710603,0.811428831,0.807667106
6170605,人工合成晶体工,0.803710603,0.811428831,0.807667106
6170701,耐火原料加工工,0.803710603,0.811428831,0.807667106
6170702,耐火材料成型工,0.803710603,0.811428831,0.807667106
6170703,耐火材料烧成工,0.803710603,0.811428831,0.807667106
6170704,耐火制品浸油工,0.803710603,0.811428831,0.807667106
6170705,耐火纤维制品工,0.803710603,0.811428831,0.807667106
6180101,玻璃配料工,0.749481368,0.751765536,0.750652273
6180102,玻璃熔化工,0.749481368,0.751765536,0.750652273
6180103,玻璃制板及玻璃成型工,0.749481368,0.751765536,0.750652273
6180104,玻璃加工工,0.749481368,0.751765536,0.750652273
6180105,玻璃制品装饰加工工,0.749481368,0.751765536,0.750652273
6180201,玻璃纤维制品工,0.749481368,0.751765536,0.750652273
6180202,玻璃钢制品工,0.749481368,0.751765536,0.750652273
6180301,石英玻璃制品加工工,0.749481368,0.751765536,0.750652273
6180401,陶瓷原料准备工,0.749481368,0.751765536,0.750652273
6180402,陶瓷成型工,0.749481368,0.751765536,0.750652273
6180403,陶瓷烧成工,0.749481368,0.751765536,0.750652273
6180404,陶瓷装饰工,0.749481368,0.751765536,0.750652273
6180405,匣钵、模型制作工,0.749481368,0.751765536,0.750652273
6180406,古建琉璃工,0.749481368,0.751765536,0.750652273
6180501,搪瓷釉浆熔制工,0.749481368,0.751765536,0.750652273
6180502,搪瓷坯体制作工,0.749481368,0.751765536,0.750652273
6180503,搪瓷涂搪烧成工,0.749481368,0.751765536,0.750652273
6180504,搪瓷花版饰花工,0.749481368,0.751765536,0.750652273
6190101,影视置景制作员,0.562678103,0.567652973,0.565228311
6190104,影视动画制作员,0.383877421,0.390073951,0.387053874
6190201,唱片工,0.741948571,0.739127355,0.740502365
6190301,照明设备操作员,0.444472974,0.440702079,0.442539945
6190302,影视设备机械员,0.444472974,0.440702079,0.442539945
6190303,广播电视天线工,0.62504381,0.625030085,0.625036775
6190304,有线广播电视机线员,0.575739034,0.580831854,0.578349706
6190305,音响调音员,0.444472974,0.440702079,0.442539945
6190306,舞台音响效果工,0.444472974,0.440702079,0.442539945
6190399,其他广播影视舞台设备安装调试及运行操作人员,0.444472974,0.440702079,0.442539945
6190401,电影放映员,0.444472974,0.440702079,0.442539945
6190402,拷贝检片员,0.444472974,0.440702079,0.442539945
6190403,拷贝字幕员,0.444472974,0.440702079,0.442539945
6190499,其他电影放映人员,0.444472974,0.440702079,0.442539945
6190501,考古发掘工,0.433282942,0.432526362,0.432895106
6190502,文物修复工,0.433282942,0.432526362,0.432895106
6190503,文物拓印工,0.433282942,0.432526362,0.432895106
6190504,古旧书画修复工,0.433282942,0.432526362,0.432895106
6190599,其他文物保护作业人员,0.433282942,0.432526362,0.432895106
6200101,平版制版工,0.753132404,0.764605399,0.759013669
6200102,凸版制版工,0.753132404,0.764605399,0.759013669
6200103,凹版制版工,0.753132404,0.764605399,0.759013669
6200104,孔版制版工,0.753132404,0.764605399,0.759013669
6200199,其他印前处理人员,0.753132404,0.764605399,0.759013669
6200201,平版印刷工,0.753132404,0.764605399,0.759013669
6200202,凸版印刷工,0.753132404,0.764605399,0.759013669
6200203,凹版印刷工,0.753132404,0.764605399,0.759013669
6200204,孔版印刷工,0.753132404,0.764605399,0.759013669
6200205,木刻水印印制工,0.753132404,0.764605399,0.759013669
6200206,珂罗版印制工,0.753132404,0.764605399,0.759013669
6200207,盲文印制工,0.753132404,0.764605399,0.759013669
6200299,其他印刷操作人员,0.753132404,0.764605399,0.759013669
6200301,装订工,0.753132404,0.764605399,0.759013669
6200302,印品整饰工,0.753132404,0.764605399,0.759013669
6200399,其他印后制作人员,0.753132404,0.764605399,0.759013669
6210101,宝石琢磨工,0.793002567,0.794791384,0.793919547
6210102,贵金属首饰手工制作工,0.793002567,0.794791384,0.793919547
6210103,贵金属首饰机制工,0.793002567,0.794791384,0.793919547
6210199,其他珠宝首饰加工制作人员,0.793002567,0.794791384,0.793919547
6210301,金属、塑料、木制玩具装配工,0.765517969,0.779418817,0.772643795
6210399,其他玩具制作人员,0.765517969,0.779418817,0.772643795
6210401,漆器制胎工,0.687841095,0.702136747,0.695169304
6210402,彩绘雕填制作工,0.687841095,0.702136747,0.695169304
6210403,漆器镶嵌工,0.687841095,0.702136747,0.695169304
6210499,其他漆器工艺品制作人员,0.687841095,0.702136747,0.695169304
6210601,景泰蓝制作工,0.687841095,0.702136747,0.695169304
6210602,金属摆件工,0.687841095,0.702136747,0.695169304
6210699,其他金属工艺品制作人员,0.687841095,0.702136747,0.695169304
6210701,工艺品雕刻工,0.687841095,0.702136747,0.695169304
6210799,其他雕刻工艺品制作人员,0.687841095,0.702136747,0.695169304
6210801,装饰美工,0.68050841,0.679085327,0.679778912
6210802,雕塑翻制工,0.687841095,0.702136747,0.695169304
6210803,壁画制作工,0.687841095,0.702136747,0.695169304
6210804,油画外框制作工,0.728300301,0.737930081,0.7332367
6210805,装裱工,0.687841095,0.702136747,0.695169304
6210806,版画制作工,0.687841095,0.702136747,0.695169304
6210899,其他美术品制作人员,0.687841095,0.702136747,0.695169304
6219901,民间工艺品制作工,0.687841095,0.702136747,0.695169304
6219902,人造花制作工,0.687841095,0.702136747,0.695169304
6219903,工艺画制作工,0.687841095,0.702136747,0.695169304
6219904,烟花爆竹制作工,0.779163425,0.779316858,0.779242078
6220101,墨制作工,0.753132404,0.764605399,0.759013669
6220102,墨水制造工,0.779163425,0.779316858,0.779242078
6220103,墨汁制造工,0.779163425,0.779316858,0.779242078
6220104,绘图仪器制作工,0.765517969,0.779418817,0.772643795
6220105,静电复印机消耗材制造工,0.741948571,0.739127355,0.740502365
6220106,毛笔制作工,0.687841095,0.702136747,0.695169304
6220107,自来水笔制作工,0.765517969,0.779418817,0.772643795
6220108,圆珠笔制作工,0.765517969,0.779418817,0.772643795
6220109,铅笔制造工,0.765517969,0.779418817,0.772643795
6220110,印泥制作工,0.779163425,0.779316858,0.779242078
6220201,制球工,0.765517969,0.779418817,0.772643795
6220202,球拍、球网制作工,0.765517969,0.779418817,0.772643795
6220203,健身器材制作工,0.765517969,0.779418817,0.772643795
6220299,其他体育用品制作人员,0.765517969,0.779418817,0.772643795
6220301,钢琴及键盘乐器制作工,0.687841095,0.702136747,0.695169304
6220302,提琴制作工,0.687841095,0.702136747,0.695169304
6220303,管乐器制作工,0.687841095,0.702136747,0.695169304
6220304,民族拉弦、弹拨乐器制作工,0.687841095,0.702136747,0.695169304
6220305,吹奏乐器制作工,0.687841095,0.702136747,0.695169304
6220306,打击乐器制作工,0.687841095,0.702136747,0.695169304
6220307,电声乐器制作工,0.741948571,0.739127355,0.740502365
6220399,其他乐器制作人员,0.687841095,0.702136747,0.695169304
6230101,凿岩工,0.243827634,0.247548715,0.245735127
6230102,爆破工,0.243827634,0.247548715,0.245735127
6230103,土石方机械操作工,0.802870134,0.799593167,0.801190302
6230199,其他土石方施工人员,0.580501082,0.584758169,0.582683341
6230201,砌筑工,0.647309455,0.660993874,0.654324335
6230202,石工,0.7197537,0.7272981,0.723621096
6230301,混凝土工,0.824347588,0.839023277,0.831870611
6230302,混凝土制品模具工,0.824347588,0.839023277,0.831870611
6230303,混凝土搅拌机械操作工,0.802870134,0.799593167,0.801190302
6230401,钢筋工,0.805057376,0.80877185,0.806961482
6230501,架子工,0.676122115,0.688669938,0.682554356
6230601,防水工,0.698863634,0.700171514,0.699534077
6230602,防渗墙工,0.698863634,0.700171514,0.699534077
6230701,装饰装修工,0.698863634,0.700171514,0.699534077
6230702,室内成套设施装饰工,0.698863634,0.700171514,0.699534077
6230802,古建筑装饰工,0.698863634,0.700171514,0.699534077
6230901,筑路机械操作工,0.802870134,0.799593167,0.801190302
6230902,筑路、养护工,0.735969077,0.741238432,0.738670244
6230903,线桥专用机械操作工,0.802870134,0.799593167,0.801190302
6230904,铁道线路工,0.735969077,0.741238432,0.738670244
6230905,桥梁工,0.735969077,0.741238432,0.738670244
6230907,铁路舟桥工,0.735969077,0.741238432,0.738670244
6230908,道岔制修工,0.735969077,0.741238432,0.738670244
6230909,枕木处理工,0.728300301,0.737930081,0.7332367
6231001,机械设备安装工,0.715673891,0.725031119,0.720470575
6231002,电气设备安装工,0.62504381,0.625030085,0.625036775
6231003,管工,0.715673891,0.725031119,0.720470575
6239901,中小型施工机械操作工,0.802870134,0.799593167,0.801190302
6240201,车站行车作业员,0.716013121,0.697315303,0.706428282
6240202,车站运转作业计划员,0.594684233,0.627125555,0.61131424
6240203,车号员,0.594684233,0.627125555,0.61131424
6240204,驼峰设备操作员,0.716013121,0.697315303,0.706428282
6240205,车站调车作业员,0.716013121,0.697315303,0.706428282
6240206,列车运转乘务员,0.703828228,0.724634977,0.714494143
6240207,机车乘务员,0.716013121,0.697315303,0.706428282
6240208,机车调度员,0.594684233,0.627125555,0.61131424
6240209,发电车乘务员,0.716013121,0.697315303,0.706428282
6240210,机车整备员,0.645813616,0.650458493,0.648194664
6240211,救援机械操作员,0.802870134,0.799593167,0.801190302
6240212,列车轴温检测员,0.516445171,0.516375994,0.516409709
6240213,铁路通信工,0.575739034,0.580831854,0.578349706
6240214,铁路电源工,0.645813616,0.650458493,0.648194664
6240215,铁路信号工,0.575739034,0.580831854,0.578349706
6240301,航空通信雷达导航员,0.384933271,0.385869168,0.385413029
6240303,航空摄影员,0.444472974,0.440702079,0.442539945
6240304,航空器材员,0.594684233,0.627125555,0.61131424
6240305,航空气象员,0.285147582,0.27694653,0.280943574
6240403,无线电航标操作工,0.575739034,0.580831854,0.578349706
6240404,潜水员,0.739278775,0.746593247,0.743028305
6240407,航道航务施工工,0.735969077,0.741238432,0.738670244
6240501,起重装卸机械操作工,0.750347915,0.749352206,0.749837496
6240502,起重工,0.750347915,0.749352206,0.749837496
6240503,输送机操作工,0.733516345,0.727812895,0.730592654
6240504,闸门运行工,0.733516345,0.727812895,0.730592654
6250101,大气环境监测工,0.581433102,0.597157654,0.589493792
6250102,水环境监测工,0.581433102,0.597157654,0.589493792
6250103,土壤环境监测工,0.581433102,0.597157654,0.589493792
6250104,环境生物监测工,0.581433102,0.597157654,0.589493792
6250105,环境噪声及振动监测工,0.581433102,0.597157654,0.589493792
6250106,固体废物监测工,0.581433102,0.597157654,0.589493792
6250107,环境辐射监测工,0.581433102,0.597157654,0.589493792
6250199,其他环境监测人员,0.581433102,0.597157654,0.589493792
6250201,海洋调查与监测工,0.581433102,0.597157654,0.589493792
6250202,海洋浮标工,0.581433102,0.597157654,0.589493792
6250203,海洋水文气象观测员,0.285147582,0.27694653,0.280943574
6250299,其他海洋环境调查与监测人员,0.581433102,0.597157654,0.589493792
6250301,固体废物处理工,1,1,1
6250302,废水处理工,1,1,1
6250303,废气处理工,1,1,1
6250304,除尘设备运行工,1,1,1
6259900,其他环境监测与废物处理人员,0.581433102,0.597157654,0.589493792
6260101,化学检验工,0.464941265,0.468577458,0.466805243
6260102,材料成分检验工,0.464941265,0.468577458,0.466805243
6260103,材料物理性能检验工,0.464941265,0.468577458,0.466805243
6260104,无损检测员,0.516445171,0.516375994,0.516409709
6260105,产品环境适应性能检验工,0.516445171,0.516375994,0.516409709
6260106,产品可靠性能检验工,0.516445171,0.516375994,0.516409709
6260107,产品安全性能检验工,0.516445171,0.516375994,0.516409709
6260108,食品检验工,0.464941265,0.468577458,0.466805243
6260109,饲料检验工,0.464941265,0.468577458,0.466805243
6260110,畜禽产品检验工,0.464941265,0.468577458,0.466805243
6260111,烟草检验工,0.464941265,0.468577458,0.466805243
6260112,纺织纤维检验工,0.464941265,0.468577458,0.466805243
6260113,针纺织品检验工,0.464941265,0.468577458,0.466805243
6260114,印染工艺检验工,0.464941265,0.468577458,0.466805243
6260115,服装鞋帽检验工,0.516445171,0.516375994,0.516409709
6260116,木材及家具检验工,0.516445171,0.516375994,0.516409709
6260117,包装材料检验工,0.516445171,0.516375994,0.516409709
6260118,文体用品及出版物品检验工,0.516445171,0.516375994,0.516409709
6260119,燃料检验工,0.464941265,0.468577458,0.466805243
6260120,感光材料检验工,0.464941265,0.468577458,0.466805243
6260121,药物检验工,0.197448179,0.216200323,0.207060867
6260122,中药检验工,0.197448179,0.216200323,0.207060867
6260123,五金制品检验工,0.516445171,0.516375994,0.516409709
6260124,机械产品检验工,0.516445171,0.516375994,0.516409709
6260125,医疗器械检验工,0.516445171,0.516375994,0.516409709
6260126,机动车检验工,0.516445171,0.516375994,0.516409709
6260127,电器产品检验工,0.516445171,0.516375994,0.516409709
6260128,电工器材检验工,0.516445171,0.516375994,0.516409709
6260129,照明电器检验工,0.516445171,0.516375994,0.516409709
6260130,通信设备检验工,0.516445171,0.516375994,0.516409709
6260131,广播影视设备检验工,0.516445171,0.516375994,0.516409709
6260132,计算机检验工,0.516445171,0.516375994,0.516409709
6260133,电子器件检验工,0.516445171,0.516375994,0.516409709
6260134,仪器仪表检验工,0.516445171,0.516375994,0.516409709
6260135,贵金属首饰、钻石、宝玉石检验员,0.793002567,0.794791384,0.793919547
6260136,管道检验工,0.516445171,0.516375994,0.516409709
6260199,其他检验人员,0.516445171,0.516375994,0.516409709
6260201,飞机检验工,0.516445171,0.516375994,0.516409709
6260202,机载导弹检验工,0.516445171,0.516375994,0.516409709
6260203,航空发动机检验工,0.516445171,0.516375994,0.516409709
6260204,飞机螺旋桨检验工,0.516445171,0.516375994,0.516409709
6260205,飞机、发动机附件检验工,0.516445171,0.516375994,0.516409709
6260206,航空环控救生装备检验工,0.516445171,0.516375994,0.516409709
6260207,航空仪表检验工,0.516445171,0.516375994,0.516409709
6260299,其他航空产品检验人员,0.516445171,0.516375994,0.516409709
6260301,航天器无损检测试验工,0.516445171,0.516375994,0.516409709
6260302,航天器材料性能测试验工,0.464941265,0.468577458,0.466805243
6260303,试车台测量工,0.464941265,0.468577458,0.466805243
6260304,试车台液、气系统操作工,0.735849535,0.738818843,0.737371656
6260305,试车台控制工,0.468301556,0.465439965,0.466834653
6260306,液体推进剂性能试验工,0.464941265,0.468577458,0.466805243
6260307,固体推进剂性能试验工,0.464941265,0.468577458,0.466805243
6260308,试车台测力计量检定工,0.39749478,0.394637852,0.396030267
6260399,其他航天器检验测试人员,0.516445171,0.516375994,0.516409709
6260401,长度计量工,0.39749478,0.394637852,0.396030267
6260402,热工计量工,0.39749478,0.394637852,0.396030267
6260403,衡器计量工,0.39749478,0.394637852,0.396030267
6260404,硬度测力计量工,0.39749478,0.394637852,0.396030267
6260405,容量计量工,0.39749478,0.394637852,0.396030267
6260406,电器计量工,0.39749478,0.394637852,0.396030267
6260407,化学计量工,0.39749478,0.394637852,0.396030267
6260408,声学计量工,0.39749478,0.394637852,0.396030267
6260409,光学计量工,0.39749478,0.394637852,0.396030267
6260410,电离辐射计量工,0.39749478,0.394637852,0.396030267
6260411,专用计量器具计量工,0.39749478,0.394637852,0.396030267
6260499,其他检验、计量人员,0.39749478,0.394637852,0.396030267
6990100,包装人员,0.680145723,0.688385577,0.684369621
6990200,机泵操作人员,0.735849535,0.738818843,0.737371656
6990300,简单体力劳动人员,0.829963468,0.845668457,0.838014129
